game_id,names,min_players,max_players,avg_time,min_time,max_time,year,geek_rating,num_votes,age,mechanic,owned,category1,category2,designer
144761,"Going, Going, GONE!",2,6,20,20,20,2013,5.868469999999999,1120,8,"Auction/Bidding, Set Collection",1626,Action / Dexterity, Party Game,Scott Nicholson
1371,Mustangs,2,4,90,90,90,1991,5.66704,238,10,"Hex-and-Counter, Simultaneous Action Selection",540,Aviation / Flight, Wargame,S. Craig Taylor
129556,Tapple,2,10,30,30,30,2012,5.84428,705,8,Player Elimination,1405,Card Game, Electronic,(Uncredited)
147021,Hollywood,2,6,30,30,30,2013,5.79029,449,13,"Auction/Bidding, Card Drafting, Set Collection",648,Card Game, Industry / Manufacturing,Nikolay Pegasov
10947,Master Thieves,2,8,60,60,60,2004,5.88799,699,10,"Memory, Simultaneous Action Selection, Variable Player Powers",712,Deduction, Memory,Czarnè
178570,Unusual Suspects,3,18,30,10,30,2015,6.11659,1612,13,"Co-operative Play, Partnerships, Voting",2360,Card Game, Deduction,Paolo Mori
669,Plague & Pestilence,2,6,30,30,30,1993,5.69409,651,0,"Card Drafting, Dice Rolling, Take That",822,Card Game, Medieval,"Tray Green, Dawn Payn"
38471,Corps Command: Dawn's Early Light,2,2,240,120,240,2010,5.68621,133,12,"Chit-Pull System, Dice Rolling, Hex-and-Counter",319,Modern Warfare, Wargame,Peter Bogdasarian
148575,Marvel Dice Masters: Avengers vs. X-Men,2,2,60,60,60,2014,6.90128,5074,14,"Deck / Pool Building, Dice Rolling, Variable Player Powers",9339,Collectible Components, Comic Book / Strip,"Mike Elliott, Eric M. Lang"
10431,Epic Armageddon,2,8,120,120,120,2003,5.83314,254,12,"Dice Rolling, Modular Board, Variable Player Powers",420,Fantasy, Fighting,Jervis Johnson
179803,Arcadia Quest: Inferno,2,4,120,60,120,2017,6.84138,1166,13,"Dice Rolling, Grid Movement, Modular Board, Variable Player Powers",4626,Adventure, Fantasy,"Thiago Aranha, Guilherme Goulart, Eric M. Lang, Fred Perret"
13122,Antiquity,2,4,180,120,180,2004,7.20022,2688,14,"Modular Board, Tile Placement, Trading",3921,City Building, Civilization,"Jeroen Doumen, Joris Wiersinga"
1768,Fireball Island,2,4,45,45,45,1986,5.92805,1261,7,"Hand Management, Roll / Spin and Move",1389,Action / Dexterity, Adventure,"ANJAR, Chuck Kennedy, Bruce Lund"
172931,Outfoxed!,2,4,15,15,15,2014,6.24107,855,5,"Co-operative Play, Dice Rolling, Memory",1869,Children's Game, Deduction,"Shanon Lyon, Marisa Pena"
21763,Mr. Jack,2,2,30,30,30,2006,6.922339999999999,12856,9,"Grid Movement, Variable Player Powers",15473,Deduction, Murder/Mystery,"Bruno Cathala, Ludovic Maublanc"
191597,Dale of Merchants 2,2,4,40,20,40,2016,6.210780000000001,677,10,"Card Drafting, Deck / Pool Building, Dice Rolling, Hand Management, Set Collection, Take That",1837,Animals, Card Game,Sami Laakso
20646,1824: Austria-Hungary,3,6,300,300,300,2005,5.730980000000001,123,14,"Auction/Bidding, Route/Network Building, Stock Holding, Tile Placement",155,Economic, Trains,"Helmut Ohley, Leonhard ""Lonny"" Orgler"
196496,Warfighter: The WWII Tactical Combat Card Game,1,6,90,30,90,2016,6.00285,344,0,"Action Point Allowance System, Campaign / Battle Card Driven, Co-operative Play, Dice Rolling, Hand Management",1048,Card Game, Wargame,Dan Verssen
101865,Saga,2,4,120,0,120,2011,5.92924,261,0,"Dice Rolling, Variable Player Powers",501,Medieval, Miniatures,Alexandre Buchel
149155,Dead Man's Draw,2,4,15,10,15,2015,6.4657599999999995,3086,13,Press Your Luck,5442,Card Game, Pirates,none
93724,Black Gold,2,5,120,120,120,2011,6.142469999999999,973,13,"Auction/Bidding, Commodity Speculation",2107,Bluffing, Economic,"Wilko Manz, Steven Kimball"
128137,Damage Report,2,6,45,45,45,2014,5.677309999999999,247,10,"Co-operative Play, Modular Board, Pick-up and Deliver, Simultaneous Action Selection, Variable Player Powers",589,Real-time, Science Fiction,Alex Barbieri
98242,Star Trek Deck Building Game: The Next Generation,2,5,60,60,60,2011,5.94477,1081,13,"Card Drafting, Co-operative Play, Deck / Pool Building, Partnerships",2133,Adventure, Card Game,Alex Bykov
91010,Phantom Fury,1,1,240,240,240,2011,5.6747,109,12,"Area Movement, Chit-Pull System, Dice Rolling",388,Modern Warfare, Wargame,Laurent Closier
176435,Thrash'n Roll,2,4,90,45,90,2015,5.7259400000000005,253,12,"Dice Rolling, Set Collection, Simulation, Worker Placement",481,Card Game, Music,"Aleksander Biela, Krzysztof Matusik"
16496,Roma,2,2,45,45,45,2005,6.50747,4177,8,"Action Point Allowance System, Card Drafting, Dice Rolling, Hand Management",5038,Ancient, Card Game,Stefan Feld
72287,Mr. Jack Pocket,2,2,15,15,15,2010,6.7278899999999995,5993,14,Modular Board,9840,Bluffing, Deduction,"Bruno Cathala, Ludovic Maublanc"
60815,Black Powder,2,0,0,0,0,2009,5.64889,105,12,Dice Rolling,255,Age of Reason, American Civil War,"Jervis Johnson, Rick Priestley, John Stallard"
225244,Ticket to Ride: Germany,2,5,60,30,60,2017,6.02752,365,8,"Hand Management, Route/Network Building, Set Collection",929,Trains, Travel,Alan R. Moon
463,Magic: The Gathering,2,2,20,20,20,1993,7.306139999999999,25708,13,"Hand Management, Player Elimination, Take That",28245,Card Game, Collectible Components,Richard Garfield
144789,The Sheep Race,2,6,45,45,45,2013,5.64394,190,10,"Betting/Wagering, Dice Rolling, Grid Movement",247,Animals, Dice,Roberto Mancino
62227,"Labyrinth: The War on Terror, 2001 – ?",1,2,180,180,180,2010,7.05705,3538,12,"Area Control / Area Influence, Campaign / Battle Card Driven, Dice Rolling, Hand Management, Point to Point Movement, Variable Player Powers",7088,Modern Warfare, Political,Volko Ruhnke
21414,To The Last Man!,2,3,120,120,120,2009,5.75814,155,12,"Area Movement, Campaign / Battle Card Driven, Dice Rolling, Hand Management, Secret Unit Deployment, Simulation",433,Bluffing, Wargame,Tim Taylor
869,Bongo!,2,8,15,15,15,2000,5.67307,464,8,"Dice Rolling, Pattern Recognition",601,Animals, Dice,Bruno Faidutti
27802,Anno 1701: Das Kartenspiel,2,2,60,60,60,2007,5.65336,251,10,"Dice Rolling, Modular Board, Trading",576,Age of Reason, Card Game,Klaus Teuber
154458,Akrotiri,2,2,45,45,45,2014,6.73499,2327,13,"Action Point Allowance System, Hand Management, Pick-up and Deliver, Tile Placement",4023,Civilization, Exploration,"Jay Cormier, Sen-Foong Lim"
10904,New Rules for Classic Games,0,0,0,0,0,1992,5.650469999999999,90,10,none,198,Abstract Strategy, Action / Dexterity,R. Wayne Schmittberger
9216,Goa,2,4,90,90,90,2004,7.4046199999999995,10156,12,"Auction/Bidding, Hand Management, Press Your Luck",10076,Economic, Farming,Rüdiger Dorn
83040,Leader 1: Hell of the North,2,10,45,45,45,2011,6.0559,395,14,"Modular Board, Simulation",747,Racing, Sports,"Christophe Leclercq, Alain Ollier"
15889,Scopa,2,6,30,30,30,1600,5.88086,640,8,"Hand Management, Memory, Partnerships, Set Collection",1209,Card Game, Memory,(Uncredited)
162591,Heroes,2,4,30,20,30,2015,5.67276,293,12,"Card Drafting, Deck / Pool Building, Dice Rolling, Grid Movement, Hand Management, Partnerships, Player Elimination, Variable Player Powers",524,Card Game, Dice,Adam Kwapiński
5711,Squad Seven,2,4,20,20,20,2002,5.72926,356,12,Hand Management,644,Action / Dexterity, Adventure,Roberto Fraga
939,Star Wars: The Queen's Gambit,2,4,120,120,120,2000,6.7849,1953,12,"Campaign / Battle Card Driven, Simultaneous Action Selection",2265,Fighting, Miniatures,"Rob Daviau, Alan Roach, Craig Van Ness"
129204,Blocks in the East,1,4,120,120,120,2012,5.69358,138,14,"Dice Rolling, Hex-and-Counter, Simulation",368,Wargame, World War II,Emanuele Santandrea
224,History of the World,3,6,180,180,180,1991,6.72956,4109,12,"Area Control / Area Influence, Dice Rolling, Hand Management",4950,Ancient, Civilization,"Gary Dicken, Steve Kendall, Phil Kendall"
85108,U-Boat Leader,1,1,90,90,90,2011,5.72575,250,12,"Card Drafting, Dice Rolling, Simulation",783,Nautical, Wargame,Dave Schueler
181797,Inhabit the Earth,2,4,90,60,90,2015,6.20158,896,14,"Action / Movement Programming, Area Movement, Card Drafting, Hand Management, Modular Board, Point to Point Movement, Set Collection, Tile Placement",1435,Animals, Environmental,Richard Breese
257,Kill Doctor Lucky,3,8,45,45,45,1996,6.00346,5716,12,"Card Drafting, Hand Management, Point to Point Movement",8941,Humor, Murder/Mystery,James Ernest
67919,The Message,3,9,60,30,60,2009,5.78982,343,15,"Hand Management, Partnerships, Variable Player Powers",560,Bluffing, Card Game,(Uncredited)
22485,Terra Prime,2,5,60,60,60,2009,5.74399,466,10,"Action Point Allowance System, Dice Rolling, Modular Board, Pick-up and Deliver, Point to Point Movement, Tile Placement",812,Economic, Science Fiction,Seth Jaffee
8096,Logistico,2,5,60,60,60,2003,5.71445,499,11,"Action Point Allowance System, Area Movement, Pick-up and Deliver",505,Economic, Transportation,Corné van Moorsel
18602,Caylus,2,5,150,60,150,2005,7.684889999999999,23494,12,Worker Placement,23855,City Building, Economic,William Attia
16162,Target Arnhem: Across 6 Bridges,2,2,90,90,90,2005,5.75675,399,12,"Dice Rolling, Hex-and-Counter",1060,Wargame, World War II,"Tetsuya Nakamura, Jun Tajima"
131835,Boss Monster: The Dungeon Building Card Game,2,4,20,20,20,2013,6.16475,9823,13,"Auction/Bidding, Hand Management, Player Elimination, Take That, Variable Player Powers",18919,Card Game, Fantasy,"Johnny O'Neal, Chris O'Neal"
7865,10 Days in Africa,2,4,25,25,25,2003,6.13545,1802,10,"Hand Management, Route/Network Building, Tile Placement",2045,Educational, Travel,"Alan R. Moon, Aaron Weissblum"
167270,Medina (second edition),2,4,60,60,60,2014,6.49302,1333,10,"Area Control / Area Influence, Press Your Luck, Tile Placement",2213,Abstract Strategy, City Building,Stefan Dorra
46807,Infinite City,2,6,45,45,45,2009,5.9153,1696,10,"Area Control / Area Influence, Hand Management, Tile Placement",1784,City Building, Science Fiction,Brent Keith
125943,Corporate America,3,6,120,90,120,2013,5.88246,353,13,"Auction/Bidding, Set Collection",487,Economic, Humor,Teale Fristoe
119464,Tier auf Tier: Jetzt geht's rund!,2,4,15,15,15,2012,5.660880000000001,185,5,none,457,Action / Dexterity, Animals,"Klaus Miltenberger, Kristin Mückel"
36235,The Duke,2,2,30,30,30,2013,6.935060000000001,3100,13,"Grid Movement, Tile Placement",5378,Abstract Strategy, Medieval,"Jeremy Holcomb, Stephen McLaughlin"
118174,Compounded,2,5,90,30,90,2013,6.35228,2088,13,"Set Collection, Trading",4469,Educational, Industry / Manufacturing,Darrell Louder
23540,1889: History of Shikoku Railways,2,6,210,210,210,2005,6.2937199999999995,499,14,"Auction/Bidding, Route/Network Building, Stock Holding, Tile Placement",496,Economic, Trains,Yasutaka Ikeda
113927,Nightfall: The Coldest War,2,5,45,45,45,2012,5.954359999999999,374,12,"Card Drafting, Deck / Pool Building, Hand Management",1245,Card Game, Fantasy,David Gregg
21241,Neuroshima Hex!,1,4,30,30,30,2006,7.20154,11114,13,"Hand Management, Hex-and-Counter, Player Elimination, Tile Placement, Variable Player Powers",11361,Fighting, Science Fiction,Michał Oracz
54,Tikal,2,4,90,90,90,1999,7.19528,15124,10,"Action Point Allowance System, Area Control / Area Influence, Auction/Bidding, Grid Movement, Modular Board, Set Collection, Tile Placement",18636,Exploration, Territory Building,"Michael Kiesling, Wolfgang Kramer"
65825,Gettysburg,2,2,180,180,180,2010,5.84928,277,13,"Action Point Allowance System, Dice Rolling",807,American Civil War, Wargame,Martin Wallace
126100,Mythos Tales,1,10,120,120,120,2016,6.34888,812,13,"Co-operative Play, Storytelling",2550,Deduction, Horror,"Hal Eccles, Will Kenyon, Jason Maxwell, Tim Uren"
34635,Stone Age,2,4,90,60,90,2008,7.51835,34898,10,"Dice Rolling, Set Collection, Worker Placement",37220,Dice, Prehistoric,Bernd Brunnhofer
32674,Monsterpocalypse,2,4,60,60,60,2008,6.23689,944,12,"Dice Rolling, Variable Phase Order, Variable Player Powers",1668,Collectible Components, Fighting,"Matt Wilson, Erik Yaple"
163937,World of Yo-Ho,2,4,90,45,90,2016,5.81736,433,8,"Deck / Pool Building, Grid Movement, Variable Player Powers",1025,Adventure, Nautical,none
149097,Spurs: A Tale in the Old West,3,5,90,90,90,2014,5.77222,261,13,"Deck / Pool Building, Roll / Spin and Move, Variable Player Powers",674,Action / Dexterity, Adventure,"Sean Brown, Ole Steiness"
175307,Adventure Time Love Letter,2,4,20,0,20,2015,6.3932199999999995,1253,10,"Hand Management, Player Elimination",2778,Card Game, Deduction,Seiji Kanai
63543,Horus Heresy (2010),2,2,135,135,135,2010,6.358230000000001,1472,13,"Area Movement, Campaign / Battle Card Driven, Hand Management, Time Track, Variable Player Powers",3760,Miniatures, Science Fiction,"John Goodenough, Jeff Tidball"
137237,Bremerhaven,1,4,120,60,120,2013,5.79332,466,12,"Auction/Bidding, Pick-up and Deliver, Time Track, Worker Placement",899,Economic, Nautical,Robert Auerochs
39856,Dixit,3,6,30,30,30,2008,7.22186,36962,6,"Simultaneous Action Selection, Storytelling, Voting",49111,Card Game, Humor,Jean-Louis Roubira
2678,Voyage of the B.S.M. Pandora,1,1,90,90,90,1981,5.7061,274,10,Hex-and-Counter,720,Adventure, Exploration,"John H. Butterfield, Edward J. Woods"
205359,Star Wars: Destiny,2,2,30,30,30,2016,7.07149,2994,10,"Dice Rolling, Hand Management, Variable Player Powers",4966,Card Game, Collectible Components,"Corey Konieczka, Lukas Litzsinger"
21804,Traditional Card Games,0,0,0,0,0,0,5.89745,705,0,none,1248,Card Game, Game System,(Uncredited)
503,Through the Desert,2,5,45,45,45,1998,6.897069999999999,11175,10,"Area Enclosure, Route/Network Building",11615,Abstract Strategy, Animals,Reiner Knizia
98315,The Adventurers: The Pyramid of Horus,2,6,45,45,45,2011,6.26635,1741,13,"Action Point Allowance System, Dice Rolling, Grid Movement, Pick-up and Deliver, Press Your Luck, Variable Player Powers",2797,Adventure, Ancient,"Guillaume Blossier, Frédéric Henry"
167828,Roll Through the Ages: The Iron Age with Mediterranean Expansion,1,4,30,30,30,2014,5.70646,180,8,Dice Rolling,566,Ancient, Civilization,Thomas Lehmann
1544,Beyond Balderdash,2,6,45,45,45,1993,6.38874,2589,10,"Paper-and-Pencil, Voting",3865,Bluffing, Party Game,Paul Toyne
91034,Laser Chess,2,2,30,30,30,2011,5.91791,587,9,Grid Movement,1420,Abstract Strategy, Electronic,"Luke Hooper, Michael Larson, Del Segura"
42997,Blitz! A World in Conflict,1,5,480,30,480,2015,5.71265,137,12,"Area Control / Area Influence, Area Movement, Dice Rolling, Simulation",377,Wargame, World War II,Dave LeLacheur
144864,Ascension: Darkness Unleashed,1,2,30,30,30,2013,6.2685699999999995,719,13,"Card Drafting, Deck / Pool Building, Hand Management",1773,Card Game, Fantasy,Justin Gary
13456,Vampire: Prince of the City,2,5,180,180,180,2006,5.75322,589,12,"Partnerships, Role Playing, Trading, Variable Player Powers",977,Bluffing, Horror,Mike Nudd
43111,Chaos in the Old World,3,4,120,60,120,2009,7.46053,12463,13,"Action Point Allowance System, Area Control / Area Influence, Area Movement, Dice Rolling, Hand Management, Role Playing, Take That, Variable Player Powers",13286,Fantasy, Fighting,Eric M. Lang
77130,Sid Meier's Civilization: The Board Game,2,4,240,120,240,2010,7.25962,12533,13,"Card Drafting, Deck / Pool Building, Grid Movement, Hand Management, Modular Board, Rock-Paper-Scissors, Trading, Variable Player Powers",16541,City Building, Civilization,Kevin Wilson
27940,RattleSnake,2,4,15,15,15,2007,5.69877,1248,8,Dice Rolling,1435,Action / Dexterity, Animals,Roberto Di Meglio
160958,DC Comics Deck-Building Game: Rivals – Batman vs The Joker,2,2,30,30,30,2014,6.028490000000001,625,15,Deck / Pool Building,1808,Card Game, Comic Book / Strip,Matt Hyra
49276,Battle for Moscow (second edition),2,2,50,50,50,2009,5.78186,305,12,Hex-and-Counter,802,Wargame, World War II,Frank Chadwick
15033,Australia,2,5,90,60,90,2005,6.04887,1328,10,"Action Point Allowance System, Area Control / Area Influence, Area Movement, Card Drafting, Hand Management",1506,Aviation / Flight, Exploration,"Michael Kiesling, Wolfgang Kramer"
178054,A Study in Emerald (second edition),2,5,60,60,60,2015,6.42382,1756,13,"Area Control / Area Influence, Auction/Bidding, Card Drafting, Deck / Pool Building, Hand Management, Partnerships, Point to Point Movement",3450,Horror, Murder/Mystery,Martin Wallace
55763,Mister X,2,6,60,60,60,2009,5.71634,283,10,"Hand Management, Partnerships, Point to Point Movement",512,Bluffing, Deduction,Gabriele Mari
170042,Raiders of the North Sea,2,4,120,60,120,2015,7.357539999999999,4995,12,"Hand Management, Set Collection, Worker Placement",7998,Medieval, Nautical,Shem Phillips
2091,Legions of Steel,2,5,180,180,180,1992,5.64104,130,12,Modular Board,268,Fighting, Miniatures,"Clark Browning, Marco Pecota, Derrick Villeneuve"
1309,Die Magier von Pangea,2,4,60,60,60,2001,5.75263,633,10,"Modular Board, Pick-up and Deliver, Set Collection",947,Economic, Fantasy,Ralf Burkert
205896,Rising Sun,3,5,120,90,120,2018,7.652019999999999,5849,14,"Area Control / Area Influence, Area Movement, Card Drafting, Set Collection, Simultaneous Action Selection, Take That, Variable Phase Order, Variable Player Powers",10550,Bluffing, Fantasy,Eric M. Lang
280,Neue Spiele im alten Rom,2,7,0,0,0,1994,5.6891,187,10,none,423,Abstract Strategy, Game System,Reiner Knizia
184346,Go Nuts for Donuts,2,6,20,20,20,2017,5.89414,593,8,"Card Drafting, Set Collection",1405,Bluffing, Card Game,Zachary Eagle
215616,Ascension: Gift of the Elements,1,4,60,30,60,2017,5.73869,148,13,"Card Drafting, Deck / Pool Building, Hand Management",392,Card Game, Fantasy,"Gary Arant, Justin Gary"
3202,RAF,1,1,180,180,180,1986,6.10047,546,12,Campaign / Battle Card Driven,1212,Aviation / Flight, Wargame,John H. Butterfield
175989,Pillars of Eternity: Lords of the Eastern Reach,1,4,120,60,120,2016,5.66092,236,13,Hand Management,724,Card Game, City Building,Chris Taylor (I)
150013,No Retreat 4! Italian Front: 1943-45,2,3,300,0,300,2015,5.73758,139,14,Hex-and-Counter,717,Wargame, World War II,Carl Paradis
31133,Ice Flow,2,4,45,45,45,2008,6.00088,1333,11,"Point to Point Movement, Tile Placement",1608,Adventure, Animals,"Dean Conrad, John Streets"
1334,Entdecker: Exploring New Horizons,2,4,90,90,90,2001,6.14315,1818,10,"Area Control / Area Influence, Modular Board, Tile Placement",2615,Exploration, Nautical,Klaus Teuber
29140,Tumblin-Dice Jr.,2,2,5,5,5,2006,5.71017,230,6,Dice Rolling,280,Action / Dexterity, Children's Game,Randy Nash
1831,North American Rails,2,6,120,120,120,1992,5.65418,166,12,"Crayon Rail System, Pick-up and Deliver, Route/Network Building",220,Economic, Trains,"Elaine Henninger, Joe Roznai, Bill Wordelmann"
696,The Big Idea,3,6,45,45,45,2000,5.82921,807,10,"Stock Holding, Voting",1354,Card Game, Party Game,James Ernest
8069,Clue FX,2,4,30,30,30,2003,5.69916,545,8,"Hand Management, Paper-and-Pencil",1274,Bluffing, Deduction,Craig Van Ness
38904,Wind River,3,4,60,60,60,2008,5.6596400000000004,229,12,Grid Movement,287,Abstract Strategy, American West,Dirk Liekens
1645,War of 1812,2,2,90,90,90,1973,6.01109,604,12,"Dice Rolling, Point to Point Movement, Secret Unit Deployment",1026,American Indian Wars, Napoleonic,"Tom Dalgliesh, Lance Gutteridge"
478,Citadels,2,8,60,20,60,2000,7.026619999999999,41284,10,"Card Drafting, Set Collection, Variable Phase Order, Variable Player Powers",54428,Bluffing, Card Game,Bruno Faidutti
169147,Letter Tycoon,2,5,30,30,30,2015,6.07235,692,8,"Commodity Speculation, Hand Management, Set Collection, Variable Player Powers",1311,Economic, Word Game,Brad Brooks
339,Quiddler,1,8,30,30,30,1998,5.83959,2603,8,"Hand Management, Set Collection",5383,Card Game, Word Game,Marsha J. Falco
207330,Hellas,2,4,60,45,60,2016,5.72639,230,10,"Route/Network Building, Variable Phase Order, Worker Placement",265,Ancient, City Building,Stefan Dorra
11159,Dungeoneer: Haunted Woods of Malthorin,2,2,45,45,45,2004,5.7417300000000004,519,13,"Area Movement, Dice Rolling, Modular Board, Role Playing, Variable Player Powers",1275,Adventure, Fantasy,Thomas Denmark
138431,Galaxy Defenders,1,5,120,120,120,2014,6.49785,1293,12,"Co-operative Play, Dice Rolling, Grid Movement, Modular Board, Variable Player Powers",2682,Fighting, Miniatures,"Simone Romano, Nunzio Surace"
13301,Caribbean,2,4,30,30,30,2004,5.89377,1436,8,"Action / Movement Programming, Area Movement, Auction/Bidding, Pick-up and Deliver, Simultaneous Action Selection",1795,Bluffing, Nautical,"Michail Antonow, Jens-Peter Schliemann"
1690,Unexploded Cow,2,6,25,25,25,2001,5.80537,1523,12,"Dice Rolling, Set Collection",3131,Animals, Card Game,"James Ernest, Paul Peterson"
8203,"Hey, That's My Fish!",2,4,20,20,20,2003,6.6558399999999995,16636,8,"Area Enclosure, Grid Movement, Modular Board",20598,Abstract Strategy, Animals,"Günter Cornett, Alvydas Jakeliunas"
156776,"Warhammer 40,000: Conquest",2,2,45,45,45,2014,6.7314300000000005,2326,14,"Area Control / Area Influence, Hand Management, Set Collection",4556,Card Game, Collectible Components,"Brad Andres, Nate French, Eric M. Lang"
182260,Agent Decker,1,1,90,20,90,2015,5.6784099999999995,177,10,Deck / Pool Building,305,Card Game, Print & Play,Manuel Correia
20077,Kutuzov,2,4,360,360,360,2008,5.70731,211,12,Campaign / Battle Card Driven,814,Napoleonic, Wargame,"Mark McLaughlin, Fred Schachter"
225,Icehouse,3,5,20,20,20,1989,5.87524,602,8,none,1302,Abstract Strategy, Game System,"John Cooper, Andrew Looney"
67928,Puzzle Strike,2,4,20,20,20,2010,6.243530000000001,1834,8,"Card Drafting, Deck / Pool Building, Hand Management, Player Elimination, Variable Player Powers",1818,Card Game, Fantasy,David Sirlin
112138,Krosmaster: Arena,2,4,60,60,60,2012,6.46706,2971,14,"Action Point Allowance System, Card Drafting, Dice Rolling, Grid Movement, Variable Player Powers",6244,Collectible Components, Fantasy,"Murat Célébi, Nicolas Degouy, TOT"
